time,open,high,low,close,volume,RSI,SMA_25,SMA_50,wave_tag,tag,strategy_signal
2025-05-30 22:58:00,105434.17,105434.17,105380.59,105380.59,4.8765,33.156498673740074,105694.6608,105668.7436,0,0,0
2025-05-30 22:59:00,105380.59,105414.43,105354.26,105373.06,5.3087,29.714520596208345,105694.924,105656.9558,0,0,0
2025-05-30 23:00:00,105373.06,105373.06,105304.44,105325.12,44.0555,28.68534177334746,105694.28440000002,105645.8636,0,0,0
2025-05-30 23:01:00,105325.12,105424.76,105325.12,105389.98,15.735,33.05198008700711,105692.2912,105635.9424,0,0,0
2025-05-30 23:02:00,105389.98,105438.87,105318.54,105347.68,17.9181,32.585203657522726,105690.97479999998,105624.592,0,0,0
2025-05-30 23:03:00,105347.68,105410.67,105318.39,105410.67,16.4275,36.22753988245182,105688.606,105614.1958,0,0,0
2025-05-30 23:04:00,105410.67,105483.04,105401.26,105483.04,14.8558,35.10010168246018,105688.1172,105604.9272,0,0,0
2025-05-30 23:05:00,105499.97,105583.62,105484.93,105567.65,12.6558,40.60107856475484,105688.7932,105597.7644,0,0,0
2025-05-30 23:06:00,105557.31,105593.97,105539.45,105569.53,40.646,34.1034523517272,105681.5364,105591.9176,0,0,0
2025-05-30 23:07:00,105550.73,105590.2,105541.33,105590.2,2.8326,34.15852827617533,105678.37759999998,105585.7322,0,0,0
2025-05-30 23:08:00,105590.2,105599.61,105559.18,105559.18,4.9355,33.78348023756253,105672.1732,105578.2496,0,0,0
